customer_id,tenure_months,contract_type,monthly_bill,data_used_gb,support_calls,is_senior,payment_method,churn
1252,50,one_year,45.64,21.3,0,0,bank_transfer,0
1193,48,month-to-month,29.17,18.6,0,0,credit_card,0
559,12,month-to-month,53.05,6.8,0,0,credit_card,1
140,17,month-to-month,80.43,,1,0,debit,0
1757,56,month-to-month,22.71,11.6,1,0,debit,0
532,15,two_year,79.17,23.3,0,0,credit_card,0
225,32,month-to-month,84.49,17.5,1,0,debit,1
724,54,one_year,50.07,12.9,0,0,cheque,0
787,67,two_year,84.39,12.1,0,0,debit,1
1739,10,month-to-month,36.54,18.8,1,0,credit_card,1
1293,17,month-to-month,50.26,3.4,0,0,bank_transfer,0
410,26,month-to-month,61.99,6.8,0,0,cheque,0
326,71,month-to-month,104.22,18.8,3,0,debit,0
1114,41,two_year,104.99,7.3,2,0,credit_card,0
300,43,month-to-month,23.44,12.8,2,0,credit_card,0
1279,33,month-to-month,98.58,21.7,1,0,bank_transfer,1
1450,35,month-to-month,48.54,4.4,0,0,debit,0
26,12,one_year,39.86,17.5,1,0,cheque,0
1883,48,two_year,22.94,5.2,2,0,cheque,0
715,41,month-to-month,,13.3,0,0,debit,1
847,44,month-to-month,64.23,8.1,2,0,debit,0
194,63,two_year,95.06,3.8,0,0,cheque,0
441,1,one_year,105.53,23.1,2,0,credit_card,0
574,56,one_year,60.36,9.9,0,0,bank_transfer,0
947,63,month-to-month,96.79,21.1,0,1,cheque,0
998,38,month-to-month,66.07,14.6,0,0,bank_transfer,0
504,46,two_year,57.32,4.2,1,0,credit_card,0
606,64,one_year,61.96,10.3,0,0,debit,0
1188,2,one_year,33.61,2.7,0,0,debit,0
1179,49,month-to-month,47.54,22.0,0,0,credit_card,0
1810,45,one_year,60.9,4.5,0,0,cheque,0
4,15,month-to-month,45.21,12.6,3,0,debit,1
1165,14,one_year,108.11,6.5,0,0,debit,0
468,53,two_year,47.16,7.4,1,0,cheque,0
6,67,month-to-month,57.36,3.8,1,0,bank_transfer,1
1392,11,month-to-month,46.83,15.2,0,0,debit,1
548,59,one_year,105.89,19.9,2,0,debit,0
229,38,month-to-month,41.69,46.0,1,0,debit,0
543,17,two_year,92.44,19.7,2,0,debit,0
243,71,month-to-month,38.44,14.9,1,0,bank_transfer,0
899,35,two_year,21.64,11.0,0,0,bank_transfer,0
1766,11,one_year,106.43,33.2,0,0,debit,0
1207,21,month-to-month,76.69,9.1,1,0,credit_card,0
1472,2,month-to-month,78.86,21.0,1,0,credit_card,1
843,3,month-to-month,62.08,4.0,0,1,credit_card,1
1436,1,one_year,34.91,9.1,3,0,bank_transfer,1
1170,30,month-to-month,71.72,12.2,4,0,bank_transfer,1
1995,24,one_year,79.06,31.0,0,0,cheque,1
662,17,one_year,93.52,13.0,2,0,debit,1
1226,34,month-to-month,36.42,4.7,0,0,credit_card,0
315,24,two_year,98.8,13.2,2,0,cheque,0
692,57,month-to-month,34.94,24.5,2,0,cheque,0
1885,27,month-to-month,39.32,3.5,0,1,cheque,1
425,64,one_year,107.1,13.9,1,0,bank_transfer,0
595,29,one_year,64.12,8.1,2,0,debit,0
1989,37,month-to-month,81.58,4.9,3,0,debit,0
623,65,two_year,59.2,4.9,0,0,debit,0
1186,14,month-to-month,49.94,8.1,0,0,bank_transfer,0
1056,50,month-to-month,67.35,5.7,1,1,debit,0
228,62,two_year,20.05,17.5,1,0,bank_transfer,0
1133,70,month-to-month,29.07,4.5,0,0,debit,0
1348,54,month-to-month,56.06,5.8,1,0,cheque,0
1113,2,two_year,54.23,16.0,3,0,bank_transfer,1
67,47,one_year,53.86,8.7,5,0,credit_card,1
25,67,one_year,91.83,6.4,0,0,debit,1
145,56,two_year,,17.5,1,1,bank_transfer,1
537,52,month-to-month,95.37,10.5,0,0,cheque,0
812,61,month-to-month,21.59,12.7,1,0,bank_transfer,0
1135,50,two_year,74.46,9.7,0,0,debit,0
86,65,month-to-month,41.13,13.5,1,0,bank_transfer,0
1437,72,one_year,48.7,11.1,0,0,credit_card,0
1199,66,two_year,35.2,27.7,0,0,debit,0
1084,18,month-to-month,55.06,27.7,1,0,bank_transfer,1
1828,23,month-to-month,102.87,11.3,1,0,bank_transfer,1
1841,66,month-to-month,26.14,14.6,1,1,bank_transfer,1
1390,35,one_year,30.25,7.8,1,0,debit,0
1160,63,month-to-month,86.22,2.8,0,0,credit_card,1
363,26,month-to-month,27.5,1.5,1,0,debit,1
1631,68,month-to-month,54.84,38.2,2,0,cheque,1
1351,40,two_year,70.75,3.8,0,1,cheque,1
1027,38,month-to-month,41.55,14.6,1,0,credit_card,0
1031,40,one_year,70.57,17.5,2,0,debit,1
1233,62,one_year,73.13,7.8,0,0,bank_transfer,0
1801,26,month-to-month,44.81,16.9,1,1,bank_transfer,1
1086,61,month-to-month,64.84,7.8,2,0,credit_card,1
666,62,month-to-month,77.37,10.8,1,0,credit_card,0
365,38,one_year,31.75,23.3,1,0,cheque,0
78,72,two_year,20.27,,2,0,debit,0
28,14,two_year,41.95,4.3,1,1,bank_transfer,0
1454,18,one_year,62.67,9.4,1,0,bank_transfer,1
526,2,month-to-month,94.79,6.6,1,0,bank_transfer,1
1858,57,two_year,27.88,1.2,2,1,cheque,1
56,8,one_year,26.64,8.6,4,0,credit_card,1
639,36,two_year,105.09,15.6,5,0,credit_card,1
303,22,two_year,74.39,18.6,0,0,bank_transfer,0
719,43,two_year,81.33,10.1,2,0,debit,0
625,36,two_year,77.4,9.6,1,0,credit_card,1
8,15,month-to-month,76.67,,0,0,bank_transfer,1
804,10,month-to-month,58.11,13.7,5,0,bank_transfer,1
1050,9,one_year,72.0,12.2,2,0,credit_card,1
337,43,one_year,32.08,4.3,1,0,credit_card,0
48,51,two_year,63.1,30.1,1,0,debit,0
1499,64,month-to-month,98.34,11.3,3,1,bank_transfer,1
107,33,one_year,29.63,28.5,1,0,credit_card,0
350,21,month-to-month,74.05,7.2,2,0,cheque,0
1080,70,month-to-month,43.05,6.5,0,0,cheque,0
239,14,one_year,,10.8,1,1,credit_card,0
214,44,month-to-month,88.06,,1,0,credit_card,0
1269,66,one_year,69.65,8.4,0,0,bank_transfer,0
1747,30,two_year,76.28,7.7,2,0,debit,0
794,52,month-to-month,89.29,15.8,2,0,cheque,0
1097,28,one_year,78.88,6.9,0,0,bank_transfer,0
1823,58,one_year,51.41,10.5,0,0,cheque,1
1138,50,month-to-month,68.17,27.8,0,0,bank_transfer,0
1602,2,one_year,44.43,14.5,3,0,debit,1
1693,44,two_year,50.75,5.5,2,0,credit_card,1
524,22,month-to-month,109.45,12.9,1,1,bank_transfer,0
233,50,one_year,22.14,28.2,1,0,debit,0
645,46,one_year,78.53,5.7,1,0,debit,0
1527,32,two_year,95.78,20.7,1,0,bank_transfer,0
534,55,two_year,77.21,11.2,2,0,debit,0
1979,49,one_year,83.96,7.6,1,0,bank_transfer,0
604,15,month-to-month,98.6,5.4,0,0,bank_transfer,0
1241,59,month-to-month,100.26,6.6,3,0,debit,1
1075,13,one_year,67.2,4.4,1,0,credit_card,0
1321,57,month-to-month,62.97,24.6,0,0,credit_card,0
61,56,month-to-month,22.54,8.2,0,0,bank_transfer,0
1582,60,month-to-month,23.56,8.3,1,0,cheque,0
93,48,one_year,34.78,7.6,2,0,cheque,0
667,31,month-to-month,74.14,28.3,0,0,credit_card,1
281,50,month-to-month,95.0,5.4,1,0,cheque,0
1129,27,month-to-month,96.16,7.6,0,0,credit_card,1
360,49,one_year,28.05,17.6,1,0,bank_transfer,0
1670,26,month-to-month,57.35,5.4,1,0,debit,0
1583,39,one_year,56.9,1.8,1,0,bank_transfer,0
848,1,two_year,79.13,12.2,1,1,bank_transfer,1
1395,54,month-to-month,66.87,7.5,2,0,debit,0
111,20,month-to-month,46.86,10.6,1,0,cheque,0
43,9,two_year,35.52,3.3,1,1,cheque,0
126,50,month-to-month,99.49,9.6,0,0,cheque,0
205,64,one_year,94.67,3.6,1,0,credit_card,0
53,10,month-to-month,79.15,6.0,0,1,credit_card,1
546,59,month-to-month,86.35,10.6,1,0,debit,0
69,19,month-to-month,90.56,6.8,0,1,bank_transfer,1
1152,39,one_year,83.89,28.6,0,0,debit,0
1567,48,month-to-month,,5.4,0,0,bank_transfer,0
184,39,two_year,57.36,5.8,1,1,debit,1
138,5,two_year,34.22,10.4,0,1,cheque,0
900,6,month-to-month,83.75,7.6,0,0,cheque,1
797,55,two_year,78.38,11.6,0,0,debit,0
133,23,one_year,93.1,19.4,0,0,credit_card,0
81,42,month-to-month,58.46,3.8,1,0,debit,0
1502,21,one_year,100.03,5.0,0,0,debit,1
1560,6,one_year,70.96,20.0,1,0,debit,0
542,48,month-to-month,64.34,6.9,1,0,debit,0
1615,72,month-to-month,61.41,8.0,4,0,credit_card,1
984,42,month-to-month,100.88,7.9,0,1,bank_transfer,0
166,31,month-to-month,58.42,12.3,0,0,credit_card,0
249,46,month-to-month,35.81,15.2,1,0,bank_transfer,0
447,33,one_year,95.82,7.5,0,0,credit_card,0
1164,65,month-to-month,28.47,4.9,2,0,bank_transfer,0
859,51,one_year,60.87,25.5,2,0,bank_transfer,0
1227,58,month-to-month,103.38,2.2,3,0,bank_transfer,1
98,67,month-to-month,49.37,6.4,0,0,cheque,0
1999,2,one_year,38.1,10.7,0,0,credit_card,0
738,69,month-to-month,96.24,6.3,1,0,bank_transfer,0
1272,51,two_year,23.07,11.4,0,0,cheque,0
103,10,month-to-month,66.65,6.2,3,0,bank_transfer,1
435,20,month-to-month,27.03,11.9,0,0,bank_transfer,0
75,19,one_year,21.43,6.1,0,0,cheque,0
1815,32,one_year,37.21,6.7,1,0,cheque,0
1217,20,month-to-month,56.61,11.6,1,0,bank_transfer,0
919,38,one_year,72.52,14.4,1,1,cheque,0
1733,29,month-to-month,58.71,20.2,4,0,debit,1
1692,18,month-to-month,,,0,0,debit,1
1640,17,two_year,33.67,13.0,1,0,debit,0
763,47,two_year,72.7,17.5,3,0,credit_card,0
990,36,month-to-month,77.11,15.5,0,0,bank_transfer,0
389,60,month-to-month,99.84,9.5,1,0,credit_card,0
236,50,month-to-month,78.81,15.7,3,1,debit,0
1526,69,one_year,25.09,15.4,1,0,bank_transfer,1
268,50,two_year,52.99,4.6,0,1,cheque,0
1203,39,one_year,85.26,10.2,2,0,cheque,0
118,20,month-to-month,70.61,16.9,0,0,credit_card,0
1626,6,month-to-month,39.79,6.9,1,0,credit_card,0
674,19,month-to-month,96.23,37.0,0,0,cheque,0
250,33,two_year,69.6,14.7,2,1,cheque,0
1477,54,month-to-month,22.12,8.8,1,0,cheque,1
1853,33,month-to-month,,21.4,1,0,debit,1
95,10,one_year,81.2,12.8,1,0,debit,0
34,53,two_year,27.67,16.0,2,0,bank_transfer,0
1293,17,month-to-month,50.26,3.4,0,0,bank_transfer,0
1689,27,two_year,45.94,13.1,1,0,debit,0
449,17,one_year,36.09,13.0,1,0,credit_card,0
717,24,two_year,105.57,5.6,1,1,debit,0
1281,53,month-to-month,102.73,11.0,2,0,debit,0
1537,49,month-to-month,32.29,10.3,1,0,bank_transfer,1
1,57,month-to-month,84.71,16.0,1,0,credit_card,0
1393,32,one_year,68.15,19.5,1,0,cheque,0
1102,31,one_year,34.11,5.4,0,0,credit_card,0
1109,72,one_year,89.17,17.1,1,0,debit,0
1849,22,one_year,55.1,19.4,2,0,credit_card,0
83,31,one_year,92.88,10.3,0,0,bank_transfer,0
1305,25,month-to-month,49.56,6.1,2,0,cheque,0
677,67,month-to-month,50.38,31.2,2,0,debit,1
1469,32,month-to-month,50.67,20.3,1,0,cheque,0
1047,33,month-to-month,87.67,3.7,2,0,debit,0
771,71,two_year,97.99,12.3,2,0,debit,1
1231,56,month-to-month,,9.5,0,0,cheque,0
1541,25,month-to-month,96.23,11.0,1,0,debit,1
1600,7,month-to-month,43.59,6.1,2,0,cheque,1
1508,50,one_year,61.73,10.1,0,0,credit_card,0
405,35,one_year,84.45,6.2,1,0,debit,0
1750,60,month-to-month,90.76,9.9,1,0,bank_transfer,1
1315,50,month-to-month,104.09,7.9,1,0,cheque,0
1357,62,two_year,108.89,12.3,2,0,cheque,0
105,32,month-to-month,66.41,15.4,1,0,cheque,0
689,51,month-to-month,73.52,3.1,0,0,debit,0
1697,70,one_year,44.02,19.0,0,1,cheque,0
827,19,one_year,51.86,12.6,0,1,debit,0
63,39,month-to-month,55.34,10.3,0,1,credit_card,0
853,42,month-to-month,101.66,6.2,1,0,debit,1
1659,54,month-to-month,106.83,15.4,1,0,bank_transfer,0
224,70,month-to-month,,24.4,0,1,debit,0
146,48,one_year,100.12,5.0,2,0,cheque,0
1089,35,month-to-month,55.81,8.6,3,0,debit,1
374,20,month-to-month,42.0,6.5,0,0,credit_card,0
2000,12,month-to-month,59.32,8.4,3,0,cheque,1
1143,66,month-to-month,108.01,14.9,1,0,cheque,0
1850,1,month-to-month,64.07,20.4,1,1,cheque,1
1877,17,month-to-month,51.66,18.3,0,0,bank_transfer,0
1621,25,one_year,38.52,28.6,1,0,cheque,1
1287,57,month-to-month,23.18,4.7,2,0,debit,0
10,4,month-to-month,77.08,17.1,2,0,cheque,1
450,35,month-to-month,52.99,5.5,1,0,credit_card,0
709,20,month-to-month,47.3,22.5,0,0,cheque,0
256,31,month-to-month,51.34,16.6,2,0,debit,1
883,23,two_year,27.77,14.2,0,0,cheque,0
390,22,month-to-month,96.94,4.6,0,0,bank_transfer,0
909,59,one_year,57.51,30.4,2,0,bank_transfer,0
925,24,one_year,45.5,15.7,0,1,credit_card,0
1647,26,one_year,98.06,4.0,0,0,credit_card,1
1248,66,month-to-month,63.15,9.7,3,0,credit_card,0
461,19,one_year,101.14,15.9,4,0,debit,1
1286,67,month-to-month,22.14,18.2,2,0,debit,0
1722,32,one_year,94.75,3.9,1,1,bank_transfer,1
1169,48,two_year,97.6,8.7,2,0,bank_transfer,0
959,60,month-to-month,34.05,2.5,2,1,cheque,0
502,34,one_year,84.6,10.9,0,0,debit,0
740,40,month-to-month,39.68,20.0,2,0,cheque,0
1874,72,two_year,,13.5,1,0,credit_card,0
869,34,two_year,105.35,14.5,2,0,cheque,0
732,47,month-to-month,50.8,16.6,2,0,cheque,1
540,3,month-to-month,,11.4,1,1,debit,1
1202,29,two_year,91.04,10.9,1,0,bank_transfer,0
698,1,one_year,21.71,13.2,2,0,bank_transfer,1
1568,64,one_year,53.32,13.3,1,0,bank_transfer,0
1394,41,one_year,41.01,8.6,1,0,debit,1
1146,15,month-to-month,84.8,12.1,2,0,debit,0
1032,39,two_year,42.41,2.5,2,0,debit,1
373,25,two_year,95.26,17.9,1,0,debit,0
668,12,month-to-month,29.87,15.6,1,0,bank_transfer,0
1545,72,month-to-month,40.3,12.7,2,0,debit,0
358,25,one_year,55.51,36.7,1,0,bank_transfer,0
968,16,two_year,22.18,6.2,2,0,bank_transfer,1
784,71,month-to-month,85.27,3.3,2,0,debit,0
736,71,one_year,33.14,15.1,4,1,bank_transfer,1
1036,45,two_year,71.7,23.7,2,0,credit_card,1
971,26,two_year,44.18,13.1,2,0,credit_card,1
1544,38,month-to-month,26.43,29.5,2,0,cheque,0
1506,64,month-to-month,103.27,7.8,2,0,debit,0
1543,23,one_year,34.41,12.6,1,0,credit_card,0
1367,21,month-to-month,65.16,,0,0,credit_card,0
1510,29,two_year,39.45,4.4,1,0,credit_card,0
1748,63,month-to-month,55.01,25.6,0,0,bank_transfer,0
1253,50,month-to-month,87.34,11.5,1,0,credit_card,0
1939,25,two_year,97.66,9.4,3,0,cheque,1
1737,5,month-to-month,40.79,17.6,0,0,credit_card,1
1237,54,one_year,33.81,17.9,0,0,cheque,0
886,35,month-to-month,57.32,14.9,0,0,cheque,0
80,8,one_year,43.25,21.0,2,0,cheque,1
1173,55,one_year,89.2,8.1,2,0,bank_transfer,1
815,22,two_year,66.94,13.3,1,1,credit_card,0
1302,55,month-to-month,73.34,7.5,1,0,bank_transfer,0
672,34,one_year,31.4,26.9,1,0,cheque,0
1551,39,one_year,73.53,4.6,0,0,credit_card,0
58,6,one_year,34.6,5.0,2,0,cheque,1
134,64,one_year,71.95,5.4,1,1,cheque,0
1141,39,one_year,39.16,4.4,2,0,credit_card,0
934,45,month-to-month,32.82,15.3,0,0,debit,0
1983,40,two_year,87.18,2.8,3,0,cheque,1
824,55,month-to-month,80.53,9.7,1,0,cheque,1
1215,50,month-to-month,95.18,13.8,3,0,bank_transfer,0
505,59,month-to-month,99.09,21.0,0,1,credit_card,1
1798,29,one_year,76.93,7.8,0,1,bank_transfer,0
348,38,month-to-month,,25.8,2,0,credit_card,1
387,41,month-to-month,109.26,18.7,2,0,debit,1
1025,68,month-to-month,21.49,27.2,2,0,bank_transfer,0
895,35,two_year,63.28,10.8,1,0,cheque,0
829,62,two_year,97.3,5.2,1,0,bank_transfer,0
1918,30,month-to-month,72.15,,1,0,credit_card,1
476,24,one_year,100.83,14.0,1,0,debit,0
1490,48,one_year,82.18,5.3,1,0,cheque,0
1465,13,month-to-month,53.4,20.4,1,0,cheque,1
1935,71,one_year,93.58,2.9,1,0,credit_card,0
653,31,month-to-month,36.13,15.6,0,0,credit_card,0
173,64,two_year,107.24,13.8,0,0,cheque,0
1150,3,month-to-month,101.91,12.0,0,1,debit,1
39,35,two_year,69.84,12.2,0,0,cheque,0
714,48,two_year,46.98,9.7,0,0,cheque,0
91,4,one_year,104.62,12.5,1,0,credit_card,1
1962,64,month-to-month,88.01,11.0,2,1,credit_card,0
1206,44,month-to-month,,3.6,1,1,cheque,0
876,39,month-to-month,43.08,14.6,2,0,debit,0
1891,19,two_year,102.03,10.0,1,0,bank_transfer,0
1915,63,month-to-month,70.97,19.3,4,0,credit_card,0
1094,4,one_year,28.12,13.0,1,0,cheque,0
1156,14,one_year,,9.3,2,0,debit,1
1381,26,two_year,,18.6,1,0,bank_transfer,0
1984,38,two_year,43.93,23.9,1,1,debit,0
500,63,month-to-month,73.26,10.3,0,0,bank_transfer,0
339,35,one_year,100.82,4.6,0,0,cheque,0
1189,40,two_year,51.81,11.3,1,1,debit,0
29,53,two_year,22.86,7.8,1,1,credit_card,0
1218,19,two_year,31.11,9.6,0,0,debit,0
1342,69,one_year,106.4,21.2,4,1,debit,0
1844,63,month-to-month,79.02,18.0,0,0,debit,0
946,49,month-to-month,49.98,11.6,2,0,cheque,1
170,65,one_year,40.93,6.0,1,0,bank_transfer,0
1422,10,month-to-month,70.12,23.3,0,0,debit,1
1198,68,two_year,80.13,6.7,1,0,credit_card,0
1254,68,two_year,67.89,3.8,0,1,cheque,0
1643,13,month-to-month,108.12,8.6,0,0,bank_transfer,1
913,56,one_year,82.78,6.5,4,0,bank_transfer,0
492,6,one_year,69.78,5.2,0,1,bank_transfer,0
954,11,month-to-month,95.65,17.5,2,0,bank_transfer,1
1098,70,one_year,26.94,22.5,0,0,debit,0
1033,56,one_year,,12.2,1,0,credit_card,0
588,3,month-to-month,92.64,22.6,2,0,cheque,1
751,17,month-to-month,54.17,12.1,1,0,bank_transfer,1
658,50,month-to-month,38.08,13.3,4,0,bank_transfer,0
235,5,month-to-month,100.05,6.2,1,0,credit_card,1
733,23,month-to-month,63.68,9.2,1,0,debit,0
585,69,one_year,56.47,8.3,1,0,debit,0
1652,56,month-to-month,107.22,21.6,1,0,cheque,0
1157,21,month-to-month,64.59,6.3,3,0,debit,1
1489,17,month-to-month,77.59,12.6,1,0,credit_card,0
1442,34,month-to-month,25.51,18.6,2,0,bank_transfer,0
1647,26,one_year,98.06,4.0,0,0,credit_card,1
935,14,month-to-month,94.64,14.8,0,0,credit_card,1
1210,14,one_year,75.16,7.7,1,0,bank_transfer,1
1066,26,one_year,93.19,20.6,1,0,credit_card,0
109,66,one_year,94.41,11.3,2,1,bank_transfer,0
1562,64,two_year,30.88,17.1,2,0,credit_card,0
569,49,one_year,90.44,42.8,1,1,cheque,0
1168,60,month-to-month,30.14,19.7,0,0,cheque,0
1175,37,month-to-month,43.42,15.9,0,0,bank_transfer,0
891,33,month-to-month,27.95,27.1,3,0,bank_transfer,1
948,59,month-to-month,84.92,19.1,2,0,bank_transfer,0
1049,62,one_year,95.15,24.0,1,0,bank_transfer,0
1369,49,month-to-month,68.6,4.2,0,0,debit,0
1628,61,two_year,86.18,3.9,2,0,credit_card,0
1464,1,month-to-month,93.18,10.9,0,0,bank_transfer,1
885,31,one_year,84.75,13.9,1,0,bank_transfer,0
1694,42,month-to-month,49.48,6.5,0,0,cheque,0
851,41,two_year,43.91,1.3,1,0,bank_transfer,0
735,37,month-to-month,78.52,16.8,2,0,cheque,1
718,22,month-to-month,34.68,8.7,1,0,debit,1
455,13,month-to-month,92.5,12.6,2,1,bank_transfer,1
265,61,month-to-month,77.78,4.2,3,0,bank_transfer,0
76,46,one_year,97.41,14.5,3,1,credit_card,0
1678,51,two_year,38.95,8.6,3,0,cheque,0
445,22,one_year,59.07,19.7,0,0,bank_transfer,0
396,50,month-to-month,53.35,37.1,2,1,debit,0
177,19,month-to-month,33.83,11.8,1,0,bank_transfer,1
1043,64,two_year,103.46,12.3,1,1,credit_card,0
1829,20,one_year,47.85,5.2,1,1,debit,0
1419,65,month-to-month,36.9,9.3,0,0,cheque,0
1554,6,month-to-month,41.53,25.4,4,0,bank_transfer,1
1777,20,one_year,31.9,4.7,2,1,debit,0
596,27,month-to-month,,12.1,1,0,credit_card,0
62,14,month-to-month,25.0,13.6,1,0,credit_card,0
1297,50,one_year,64.46,17.3,1,0,credit_card,0
873,57,month-to-month,95.44,35.5,0,1,credit_card,1
1967,41,two_year,36.32,37.6,0,0,bank_transfer,0
1904,35,month-to-month,54.83,14.3,1,0,cheque,1
279,15,month-to-month,103.14,12.7,5,0,credit_card,1
37,8,month-to-month,50.92,19.4,3,0,credit_card,1
1711,52,one_year,51.52,10.6,0,0,credit_card,0
663,10,one_year,90.97,8.7,0,0,bank_transfer,0
1830,47,month-to-month,27.91,4.1,0,0,bank_transfer,0
1462,61,month-to-month,53.53,15.2,2,0,credit_card,0
978,35,month-to-month,85.21,6.5,3,0,cheque,0
1972,62,month-to-month,99.16,8.0,2,1,debit,0
739,10,month-to-month,42.49,8.8,2,0,credit_card,0
192,67,one_year,99.74,11.9,0,0,credit_card,0
920,37,month-to-month,,9.7,1,0,debit,1
457,44,one_year,59.52,6.4,0,0,debit,1
676,35,month-to-month,98.43,6.1,1,0,debit,1
761,35,one_year,63.0,1.6,1,0,cheque,0
1831,69,month-to-month,50.26,16.2,2,0,debit,1
1622,67,one_year,82.46,8.4,0,0,bank_transfer,0
729,36,month-to-month,34.52,7.0,2,0,credit_card,0
413,10,month-to-month,28.23,11.3,1,0,bank_transfer,0
1099,40,two_year,20.7,8.2,2,0,credit_card,0
826,25,one_year,103.95,5.5,0,0,debit,1
1861,53,month-to-month,28.29,13.4,0,0,bank_transfer,0
617,25,one_year,52.07,18.1,0,0,bank_transfer,0
115,51,two_year,67.13,11.6,0,0,credit_card,0
418,41,month-to-month,101.42,3.7,1,0,cheque,0
1936,26,month-to-month,87.67,4.6,2,0,cheque,1
970,69,month-to-month,35.32,8.5,0,0,cheque,0
605,51,two_year,84.7,5.6,1,0,bank_transfer,0
1944,53,two_year,28.45,27.1,2,0,cheque,0
90,4,two_year,91.95,13.0,1,0,debit,1
849,12,month-to-month,48.24,20.1,0,0,cheque,0
1539,20,month-to-month,41.53,7.8,2,0,debit,1
1943,6,two_year,85.78,2.3,2,0,bank_transfer,0
754,61,month-to-month,61.64,8.4,0,0,debit,0
499,32,one_year,51.67,11.2,3,1,cheque,1
1277,71,two_year,25.99,1.4,1,0,cheque,0
1326,39,two_year,71.51,7.1,0,0,debit,0
12,11,month-to-month,23.74,7.6,0,1,bank_transfer,1
397,31,month-to-month,40.92,2.8,0,0,credit_card,0
285,1,month-to-month,35.11,9.7,2,0,debit,1
1067,68,month-to-month,20.94,25.7,1,0,cheque,0
1192,72,month-to-month,33.14,8.4,1,0,credit_card,0
1767,45,month-to-month,76.59,4.8,0,0,credit_card,1
691,12,month-to-month,63.22,4.8,0,0,credit_card,0
1651,72,one_year,108.32,21.9,0,0,debit,0
1901,46,month-to-month,61.97,17.9,0,1,cheque,1
690,49,two_year,62.42,15.7,0,1,debit,0
852,65,month-to-month,53.24,9.3,2,0,cheque,0
160,39,two_year,107.69,8.8,0,0,credit_card,0
896,31,two_year,95.35,20.9,3,0,cheque,0
1595,54,month-to-month,72.83,25.0,1,0,bank_transfer,0
258,65,month-to-month,49.32,11.2,1,0,cheque,0
336,72,one_year,97.42,19.0,1,0,debit,0
1905,3,month-to-month,103.42,3.7,0,0,cheque,1
1040,32,month-to-month,24.61,9.2,0,0,bank_transfer,0
516,35,two_year,105.56,19.9,2,1,credit_card,1
1349,13,month-to-month,60.83,1.6,0,0,credit_card,0
1016,13,one_year,61.57,17.2,0,1,cheque,0
769,27,one_year,88.44,18.7,1,0,debit,0
1790,26,month-to-month,100.0,13.9,1,0,bank_transfer,1
762,47,month-to-month,54.39,13.4,0,1,credit_card,0
1247,3,month-to-month,,13.3,2,0,cheque,1
1204,68,two_year,47.4,13.9,1,0,cheque,0
1487,60,two_year,87.1,9.9,1,1,credit_card,0
66,72,month-to-month,29.61,16.7,3,0,debit,0
522,3,one_year,79.34,16.8,3,1,debit,0
23,23,month-to-month,62.33,10.8,1,0,bank_transfer,1
357,66,month-to-month,95.86,9.7,0,0,cheque,0
1278,38,month-to-month,68.02,2.5,3,1,credit_card,0
1313,66,month-to-month,95.48,23.1,0,0,bank_transfer,0
1704,7,one_year,109.9,22.1,2,0,bank_transfer,1
341,22,one_year,109.77,,2,0,cheque,1
432,68,two_year,53.38,10.4,1,0,cheque,0
474,38,one_year,42.88,12.5,1,1,credit_card,1
218,6,two_year,107.02,11.6,3,1,cheque,1
912,31,month-to-month,64.25,8.5,0,0,cheque,1
1228,27,one_year,84.17,,2,0,debit,0
1616,37,one_year,49.73,8.9,0,0,cheque,0
1012,71,one_year,82.63,16.7,0,0,cheque,0
1975,44,month-to-month,89.07,11.9,1,0,bank_transfer,0
94,64,month-to-month,43.48,6.7,3,0,cheque,0
1009,46,month-to-month,97.68,8.0,1,0,cheque,1
1071,66,month-to-month,25.73,5.0,2,0,debit,0
1093,47,month-to-month,92.69,23.2,0,0,cheque,0
1605,55,month-to-month,47.93,3.2,1,0,credit_card,1
1309,54,one_year,106.68,17.0,2,0,cheque,0
697,4,month-to-month,106.6,20.7,1,0,credit_card,0
1816,39,month-to-month,107.91,10.1,1,0,bank_transfer,0
997,49,two_year,81.39,14.8,1,1,debit,1
1459,23,one_year,72.3,26.0,1,1,debit,0
154,43,month-to-month,74.64,10.5,0,0,cheque,1
1100,68,month-to-month,62.5,16.7,3,1,bank_transfer,1
1740,41,two_year,21.63,4.6,2,1,debit,0
1982,58,month-to-month,58.44,10.7,2,0,credit_card,1
790,11,month-to-month,68.37,13.4,4,0,bank_transfer,1
581,26,month-to-month,109.15,11.1,3,0,cheque,1
1471,9,month-to-month,62.78,15.0,3,0,bank_transfer,1
704,59,two_year,97.99,22.5,1,0,credit_card,1
1213,54,month-to-month,61.37,0.3,1,0,cheque,0
1296,9,one_year,94.75,11.2,5,0,bank_transfer,1
1687,13,two_year,103.92,3.9,1,0,debit,1
1261,56,month-to-month,105.49,15.1,2,0,credit_card,0
488,65,one_year,66.99,16.1,1,0,cheque,0
560,38,one_year,44.56,7.9,2,0,bank_transfer,0
1142,66,month-to-month,36.17,,0,0,debit,0
1120,61,one_year,51.24,3.6,0,1,cheque,0
802,41,two_year,64.38,10.9,1,0,debit,0
513,24,two_year,75.24,19.0,1,1,debit,0
634,45,month-to-month,24.24,7.9,3,0,bank_transfer,1
1498,59,month-to-month,25.31,8.5,0,0,debit,0
1811,50,month-to-month,93.65,6.0,1,0,credit_card,0
